ProductType,Billing_Start_Date,NRC,MRC,state,country
IP Sec VPN,2023-05-11,500,2950,Texas,United States
Project Item,2023-05-12,2500,0,Texas,United States
Project Item,2023-05-12,2563,0,Texas,United States
Standard Cross Connect,2023-05-12,272,272,Oregon,United States
IDC,2023-05-15,120,1069,California,United States
Project Item,2023-05-21,10000,0,California,United States
GIS2.0,2023-05-22,0,12000,Oregon,United States
Project Item,2023-05-22,35946,0,California,United States
Project Item,2023-05-24,6703,0,California,United States
Project Item,2023-05-24,11595,0,California,United States
GIS2.0,2023-05-25,500,4100,California,United States
GIS2.0,2023-05-25,500,4100,California,United States
IDC,2023-06-01,0,1000,California,United States
IDC,2023-06-01,2500,1400,,United States
Project Item,2023-06-06,1680,0,New York,United States
Project Item,2023-06-06,1349,0,New York,United States
Standard Cross Connect,2023-06-07,500,260,Los Angeles 1Wilshire LAX803 POP,United States
Standard Cross Connect,2023-06-07,500,260,Los Angeles 1Wilshire LAX803 POP,United States
Project Item,2023-06-09,28884,0,California,United States
Project Item,2023-06-09,21116,0,California,United States
Project Item,2023-06-13,6498,0,Pennsylvania,United States
Project Item,2023-06-14,38780,0,New York,United States
Project Item,2023-06-14,6000,0,New York,United States
Project Item,2023-06-14,94052,0,New York,United States
Project Item,2023-06-15,2000,0,California,United States
Dark Fiber,2023-06-15,0,950,California,United States
Project Item,2023-06-15,16562,0,California,United States
Project Item,2023-06-15,2408,0,California,United States
IDC,2023-06-15,0,1500,California,United States
Project Item,2023-06-19,9220,0,New York,United States
Project Item,2023-06-26,650,177,New Jersey,United States
Standard Cross Connect,2023-06-26,300,250,California,United States
Project Item,2023-06-27,6400,1133,District of Columbia,United States
Project Item,2023-06-27,6000,275,District of Columbia,United States
IDC,2023-06-27,0,1185,California,United States
VPN,2023-06-30,0,1356,Kansas,United States
IDC,2023-07-01,0,1200,Virginia,United States
IDC,2023-07-01,0,2900,Virginia,United States
Dark Fiber,2023-07-01,0,1050,California,United States
GIS2.0,2023-07-01,0,17500,California,United States
IDC,2023-07-02,600,1050,California,United States
IDC,2023-07-02,600,1050,California,United States
Project Item,2023-07-05,80953,0,California,United States
Project Item,2023-07-05,21502,0,Texas,United States
Project Item,2023-07-05,116928,0,California,United States
Project Item,2023-07-05,15247,0,Pennsylvania,United States
GIS2.0,2023-07-06,1127,2546,California,United States
Project Item,2023-07-07,3145,0,Illinois,United States
Project Item,2023-07-07,3980,0,Illinois,United States
Project Item,2023-07-09,26378,0,Texas,United States
Project Item,2023-07-09,6594,0,Texas,United States
Project Item,2023-07-11,4200,0,Wisconsin,United States
IEPL,2023-07-12,100,800,California,United States
Project Item,2023-07-17,2500,0,Illinois,United States
Project Item,2023-07-17,5426,0,Illinois,United States
Project Item,2023-07-17,0,1942,District of Columbia,United States
GIS,2023-07-19,0,740,California,United States
GIS,2023-07-21,0,748,California,United States
Project Item,2023-07-21,3001,0,Maryland,United States
Project Item,2023-07-24,0,2475,New Jersey,United States
Netcare,2023-07-27,0,85,Michigan,United States
GIS2.0,2023-07-27,0,1582,Michigan,United States
IDC,2023-07-28,120,1069,California,United States
Cloud Server,2023-07-28,0,320,Delaware,United States
Project Item,2023-07-29,12210,0,California,United States
Project Item,2023-07-29,7457,0,California,United States
GIS2.0,2023-08-01,0,8500,,United States
GIS2.0,2023-08-09,0,4200,California,United States
Project Item,2023-08-10,0,0,Virginia,United States
Standard Cross Connect,2023-08-14,0,400,California,United States
Project Item,2023-08-21,5500,0,California,United States
Project Item,2023-08-21,5500,0,California,United States
GIS2.0,2023-08-21,0,17000,California,United States
Project Item,2023-08-21,31672,0,Pennsylvania,United States
IDC,2023-08-28,120,1069,California,United States
Cloud Server,2023-08-28,0,37,,United States
Cloud Server,2023-08-28,0,37,,United States
Cloud Server,2023-08-28,0,936,,United States
Cloud Server,2023-08-28,0,936,,United States
Cloud Server,2023-08-28,0,37,,United States
Cloud Server,2023-08-28,0,37,,United States
Cloud Server,2023-08-28,0,37,,United States
Standard Cross Connect,2023-08-30,300,250,California,United States
Netcare,2023-08-31,0,85,District of Columbia,United States
Netcare,2023-08-31,0,85,District of Columbia,United States
Project Item,2023-09-02,0,2518,California,United States
IDC,2023-09-04,120,1069,California,United States
Standard Cross Connect,2023-09-05,800,350,Virginia,United States
Standard Cross Connect,2023-09-05,800,350,Virginia,United States
Project Item,2023-09-07,6748,0,Illinois,United States
Project Item,2023-09-07,6748,0,California,United States
Project Item,2023-09-07,3940,0,California,United States
Project Item,2023-09-07,3940,0,New York,United States
Project Item,2023-09-07,3940,0,Illinois,United States
Project Item,2023-09-07,6748,0,New York,United States
VPN,2023-09-08,0,678,New York,United States
Project Item,2023-09-08,1117,0,New Jersey,United States
Project Item,2023-09-09,0,2140,District of Columbia,United States
Project Item,2023-09-11,4200,0,California,United States
VPN,2023-09-12,0,448,New York,United States
GIS,2023-09-15,0,365,Arizona,United States
Project Item,2023-09-19,3659,0,California,United States
IDC,2023-09-25,38200,900,Virginia,United States
Project Item,2023-09-26,3814,0,California,United States
Project Item,2023-09-26,1500,0,California,United States
Project Item,2023-09-26,3700,0,North Carolina,United States
Project Item,2023-09-28,436,0,California,United States
Project Item,2023-10-04,4510,0,California,United States
CPE(EI),2023-10-13,0,150,Virginia,United States
IDC,2023-10-18,70500,23700,Virginia,United States
Standard Cross Connect,2023-10-19,0,400,California,United States
Project Item,2023-10-19,400,0,Illinois,United States
Project Item,2023-10-19,540,0,Illinois,United States
GIS2.0,2023-10-23,0,3200,California,United States
Project Item,2023-10-30,9945,0,Texas,United States
GIS2.0,2023-10-30,500,3000,California,United States
GIS2.0,2023-11-01,0,2500,Virginia,United States
GIS2.0,2023-11-01,0,2500,California,United States
GIS2.0,2023-11-01,0,2500,California,United States
GIS,2023-11-01,1087,534,Texas,United States
Project Item,2023-11-02,3500,0,California,United States
Project Item,2023-11-02,19700,0,California,United States
IDC,2023-11-07,4243,2500,New York,United States
GIS,2023-11-07,0,1071,New York,United States
IDC,2023-11-08,120,1069,California,United States
IDC,2023-11-08,120,1069,California,United States
IDC,2023-11-08,120,1069,California,United States
GIS2.0,2023-11-22,0,800,California,United States
GIS,2023-11-22,117,540,Maryland,United States
Project Item,2023-11-22,15880,0,Maryland,United States
Project Item,2023-11-22,1624,0,California,United States
Project Item,2023-11-29,2000,8500,Texas,United States
Netcare,2023-11-30,0,85,Maryland,United States
In-house wiring,2023-12-01,1000,350,Virginia,United States
In-house wiring,2023-12-01,500,350,Virginia,United States
Project Item,2023-12-01,0,2330,Pennsylvania,United States
In-house wiring,2023-12-01,1000,350,Virginia,United States
In-house wiring,2023-12-01,500,350,Virginia,United States
Project Item,2023-12-04,2972,0,Texas,United States
Project Item,2023-12-04,8615,0,Texas,United States
Project Item,2023-12-11,3000,0,Illinois,United States
Project Item,2023-12-11,9760,0,Illinois,United States
Project Item,2023-12-12,255704,0,Pennsylvania,United States
Project Item,2023-12-12,129058,0,Pennsylvania,United States
Project Item,2023-12-12,5025,0,District of Columbia,United States
Project Item,2023-12-12,36731,0,Texas,United States
Project Item,2023-12-12,2518,0,District of Columbia,United States
GIS2.0,2023-12-13,1300,780,Connecticut,United States
Managed/Maintenance Service,2023-12-15,9700,1621,Maryland,United States
Project Item,2023-12-15,2200,0,Florida,United States
Project Item,2023-12-15,2095,0,Florida,United States
Project Item,2023-12-16,0,1000,New York,United States
Project Item,2023-12-18,16850,0,California,United States
IEPL,2023-12-19,30,1195,Illinois,United States
Project Item,2023-12-20,9146,0,Texas,United States
GIS,2023-12-20,0,375,California,United States
GIS2.0,2023-12-22,0,1054,California,United States
Project Item,2023-12-26,4000,0,California,United States
Project Item,2023-12-26,3000,0,California,United States
GIS2.0,2024-01-01,0,18000,California,United States
GIS2.0,2024-01-01,0,2800,Virginia,United States
Project Item,2024-01-01,0,4488,Illinois,United States
